id,language,domain,question,gold_answer,gold_passage_text,source_citation,draft_model,lint_flags,decision,corrected_question,corrected_answer,annotator_notes
quran-2:59-ar-q0,ar,quran,ما الذي يُنزل من السماء على الذين ظلموا؟,رجزا,فبدل الذين ظلموا قولا غير الذي قيل لهم فأنزلنا على الذين ظلموا رجزا من السماء بما كانوا يفسقون,"Quran 2:59 (Arabic, Tanzil.net Uthmani/Simple text, CC BY 3.0)",,,edit,,رجزا من السماء ,
quran-2:59-ar-q1,ar,quran,ما هو السبب الذي يُذكر في إنزال الرجز على الذين ظلموا؟,بما كانوا يفسقون,فبدل الذين ظلموا قولا غير الذي قيل لهم فأنزلنا على الذين ظلموا رجزا من السماء بما كانوا يفسقون,"Quran 2:59 (Arabic, Tanzil.net Uthmani/Simple text, CC BY 3.0)",,,approve,,,
quran-2:6-ar-q0,ar,quran,من هم الذين لا يؤمنون؟,الذين كفروا,إن الذين كفروا سواء عليهم أأنذرتهم أم لم تنذرهم لا يؤمنون,"Quran 2:6 (Arabic, Tanzil.net Uthmani/Simple text, CC BY 3.0)",,,approve,,,
quran-2:6-ar-q1,ar,quran,ما الحكم المذكور على الذين كفروا من حيث الإنذار؟,سواء عليهم أأنذرتهم أم لم تنذرهم,إن الذين كفروا سواء عليهم أأنذرتهم أم لم تنذرهم لا يؤمنون,"Quran 2:6 (Arabic, Tanzil.net Uthmani/Simple text, CC BY 3.0)",,,approve,,,
quran-2:60-ar-q0,ar,quran,ماذا أمر الله موسى بقوله لقومه؟,اضرب بعصاك الحجر,وإذ استسقى موسى لقومه فقلنا اضرب بعصاك الحجر ۖ فانفجرت منه اثنتا عشرة عينا ۖ قد علم كل أناس مشربهم ۖ كلوا واشربوا من رزق الله ولا تعثوا في الأرض مفسدين,"Quran 2:60 (Arabic, Tanzil.net Uthmani/Simple text, CC BY 3.0)",,,approve,,,
quran-2:60-ar-q1,ar,quran,كم عدد العيون التي انفجرت من الحجر؟,اثنتا عشرة عينا,وإذ استسقى موسى لقومه فقلنا اضرب بعصاك الحجر ۖ فانفجرت منه اثنتا عشرة عينا ۖ قد علم كل أناس مشربهم ۖ كلوا واشربوا من رزق الله ولا تعثوا في الأرض مفسدين,"Quran 2:60 (Arabic, Tanzil.net Uthmani/Simple text, CC BY 3.0)",,,approve,,,
quran-2:61-ar-q0,ar,quran,ماذا طلبوا من موسى فيما يتعلق بالطعام؟,فادع لنا ربك يخرج لنا مما تنبت الأرض من بقلها وقثائها وفومها وعدسها وبصلها,وإذ قلتم يا موسى لن نصبر على طعام واحد فادع لنا ربك يخرج لنا مما تنبت الأرض من بقلها وقثائها وفومها وعدسها وبصلها ۖ قال أتستبدلون الذي هو أدنى بالذي هو خير ۚ اهبطوا مصرا فإن لكم ما سألتم ۗ وضربت عليهم الذلة والمسكنة وباءوا بغضب من الله ۗ ذلك بأنهم كانوا يكفرون بآيات الله ويقتلون النبيين بغير الحق ۗ ذلك بما عصوا وكانوا يعتدون,"Quran 2:61 (Arabic, Tanzil.net Uthmani/Simple text, CC BY 3.0)",,,approve,,,
quran-2:61-ar-q1,ar,quran,ما سبب ضربهم الذلة والمسكنة وبراءهم بغضب من الله؟,ذلك بأنهم كانوا يكفرون بآيات الله ويقتلون النبيين بغير الحق,وإذ قلتم يا موسى لن نصبر على طعام واحد فادع لنا ربك يخرج لنا مما تنبت الأرض من بقلها وقثائها وفومها وعدسها وبصلها ۖ قال أتستبدلون الذي هو أدنى بالذي هو خير ۚ اهبطوا مصرا فإن لكم ما سألتم ۗ وضربت عليهم الذلة والمسكنة وباءوا بغضب من الله ۗ ذلك بأنهم كانوا يكفرون بآيات الله ويقتلون النبيين بغير الحق ۗ ذلك بما عصوا وكانوا يعتدون,"Quran 2:61 (Arabic, Tanzil.net Uthmani/Simple text, CC BY 3.0)",,,approve,,,
quran-2:62-ar-q1,ar,quran,من هم الجماعات التي ذكرت في النص والتي تستحق الأجر عند ربهم؟,الذين آمنوا والذين هادوا والنصارى والصابئين,إن الذين آمنوا والذين هادوا والنصارى والصابئين من آمن بالله واليوم الآخر وعمل صالحا فلهم أجرهم عند ربهم ولا خوف عليهم ولا هم يحزنون,"Quran 2:62 (Arabic, Tanzil.net Uthmani/Simple text, CC BY 3.0)",,,approve,,,
quran-2:63-ar-q0,ar,quran,ما هي الأوامر المذكورة في النص؟,خذوا ما آتيناكم بقوة واذكروا ما فيه,وإذ أخذنا ميثاقكم ورفعنا فوقكم الطور خذوا ما آتيناكم بقوة واذكروا ما فيه لعلكم تتقون,"Quran 2:63 (Arabic, Tanzil.net Uthmani/Simple text, CC BY 3.0)",,,approve,,,
quran-2:63-ar-q1,ar,quran,ما هو الهدف من الأوامر المذكورة؟,لعلكم تتقون,وإذ أخذنا ميثاقكم ورفعنا فوقكم الطور خذوا ما آتيناكم بقوة واذكروا ما فيه لعلكم تتقون,"Quran 2:63 (Arabic, Tanzil.net Uthmani/Simple text, CC BY 3.0)",,,approve,,,
quran-2:64-ar-q1,ar,quran,ما هما الأمران اللذان ذكر النصهما على أنهما سبب في أن لا تكونوا من الخاسرين؟,فضل الله عليكم ورحمته,ثم توليتم من بعد ذلك ۖ فلولا فضل الله عليكم ورحمته لكنتم من الخاسرين,"Quran 2:64 (Arabic, Tanzil.net Uthmani/Simple text, CC BY 3.0)",,,approve,,,
quran-2:65-ar-q0,ar,quran,من هم الذين قيل لهم أن يكونوا قردة خاسئين؟,الذين اعتدوا منكم في السبت,ولقد علمتم الذين اعتدوا منكم في السبت فقلنا لهم كونوا قردة خاسئين,"Quran 2:65 (Arabic, Tanzil.net Uthmani/Simple text, CC BY 3.0)",,,approve,,,
quran-2:65-ar-q1,ar,quran,ماذا قلنا لهم؟,كونوا قردة خاسئين,ولقد علمتم الذين اعتدوا منكم في السبت فقلنا لهم كونوا قردة خاسئين,"Quran 2:65 (Arabic, Tanzil.net Uthmani/Simple text, CC BY 3.0)",,,approve,,,
quran-2:66-ar-q1,ar,quran,ماذا يشمل هذا النكال؟,لما بين يديها وما خلفها,فجعلناها نكالا لما بين يديها وما خلفها وموعظة للمتقين,"Quran 2:66 (Arabic, Tanzil.net Uthmani/Simple text, CC BY 3.0)",,,approve,,,
quran-2:67-ar-q0,ar,quran,ماذا قال موسى لقومه؟,إن الله يأمركم أن تذبحوا بقرة,وإذ قال موسى لقومه إن الله يأمركم أن تذبحوا بقرة ۖ قالوا أتتخذنا هزوا ۖ قال أعوذ بالله أن أكون من الجاهلين,"Quran 2:67 (Arabic, Tanzil.net Uthmani/Simple text, CC BY 3.0)",,,approve,,,
quran-2:67-ar-q1,ar,quran,ماذا قال قومه في رددهم؟,أتتخذنا هزوا,وإذ قال موسى لقومه إن الله يأمركم أن تذبحوا بقرة ۖ قالوا أتتخذنا هزوا ۖ قال أعوذ بالله أن أكون من الجاهلين,"Quran 2:67 (Arabic, Tanzil.net Uthmani/Simple text, CC BY 3.0)",,,approve,,,
quran-2:68-ar-q1,ar,quran,كيف وصف البقرة التي ذكرها؟,إنها بقرة لا فارض ولا بكر عوان,قالوا ادع لنا ربك يبين لنا ما هي ۚ قال إنه يقول إنها بقرة لا فارض ولا بكر عوان بين ذلك ۖ فافعلوا ما تؤمرون,"Quran 2:68 (Arabic, Tanzil.net Uthmani/Simple text, CC BY 3.0)",,,approve,,,
quran-2:69-ar-q0,ar,quran,ماذا طلب القوم من ربهم؟,ادع لنا ربك يبين لنا ما لونها,قالوا ادع لنا ربك يبين لنا ما لونها ۚ قال إنه يقول إنها بقرة صفراء فاقع لونها تسر الناظرين,"Quran 2:69 (Arabic, Tanzil.net Uthmani/Simple text, CC BY 3.0)",,,approve,,,
quran-2:69-ar-q1,ar,quran,كيف وصف الله لون البقرة في الرد؟,بقرة صفراء فاقع لونها تسر الناظرين,قالوا ادع لنا ربك يبين لنا ما لونها ۚ قال إنه يقول إنها بقرة صفراء فاقع لونها تسر الناظرين,"Quran 2:69 (Arabic, Tanzil.net Uthmani/Simple text, CC BY 3.0)",,,approve,,,
quran-2:7-ar-q1,ar,quran,ما وصف العذاب الذي لهم في هذا النص؟,عذاب عظيم,ختم الله على قلوبهم وعلى سمعهم ۖ وعلى أبصارهم غشاوة ۖ ولهم عذاب عظيم,"Quran 2:7 (Arabic, Tanzil.net Uthmani/Simple text, CC BY 3.0)",,,approve,,,
quran-2:71-ar-q0,ar,quran,ماذا قالوا عندما سمعوا القول بشأن البقرة؟,قالوا الآن جئت بالحق,قال إنه يقول إنها بقرة لا ذلول تثير الأرض ولا تسقي الحرث مسلمة لا شية فيها ۚ قالوا الآن جئت بالحق ۚ فذبحوها وما كادوا يفعلون,"Quran 2:71 (Arabic, Tanzil.net Uthmani/Simple text, CC BY 3.0)",,,approve,,,
quran-2:71-ar-q1,ar,quran,ما الذي فعله الناس بالبقره؟,فذبحوها,قال إنه يقول إنها بقرة لا ذلول تثير الأرض ولا تسقي الحرث مسلمة لا شية فيها ۚ قالوا الآن جئت بالحق ۚ فذبحوها وما كادوا يفعلون,"Quran 2:71 (Arabic, Tanzil.net Uthmani/Simple text, CC BY 3.0)",,,approve,,,
quran-2:72-ar-q0,ar,quran,ما هو الفعل الذي تم تجاه النفس في النص؟,قتلتم نفسا,وإذ قتلتم نفسا فادارأتم فيها ۖ والله مخرج ما كنتم تكتمون,"Quran 2:72 (Arabic, Tanzil.net Uthmani/Simple text, CC BY 3.0)",,,approve,,,
quran-2:73-ar-q0,ar,quran,ماذا يفعل الله بالموتى؟,يحيي الله الموتى,فقلنا اضربوه ببعضها ۚ كذلك يحيي الله الموتى ويريكم آياته لعلكم تعقلون,"Quran 2:73 (Arabic, Tanzil.net Uthmani/Simple text, CC BY 3.0)",,,approve,,,
quran-2:73-ar-q1,ar,quran,ما هو الغرض من إظهار آيات الله المذكور في النص؟,لعلكم تعقلون,فقلنا اضربوه ببعضها ۚ كذلك يحيي الله الموتى ويريكم آياته لعلكم تعقلون,"Quran 2:73 (Arabic, Tanzil.net Uthmani/Simple text, CC BY 3.0)",,,approve,,,
quran-2:74-ar-q0,ar,quran,كيف وصف النص قسوة قلوبكم بعد ذلك؟,فهي كالحجارة أو أشد قسوة,ثم قست قلوبكم من بعد ذلك فهي كالحجارة أو أشد قسوة ۚ وإن من الحجارة لما يتفجر منه الأنهار ۚ وإن منها لما يشقق فيخرج منه الماء ۚ وإن منها لما يهبط من خشية الله ۗ وما الله بغافل عما تعملون,"Quran 2:74 (Arabic, Tanzil.net Uthmani/Simple text, CC BY 3.0)",,,approve,,,
quran-2:74-ar-q1,ar,quran,ما الحكم الذي ورد في النص بخصوص الله وعما تعملون؟,ما الله بغافل عما تعملون,ثم قست قلوبكم من بعد ذلك فهي كالحجارة أو أشد قسوة ۚ وإن من الحجارة لما يتفجر منه الأنهار ۚ وإن منها لما يشقق فيخرج منه الماء ۚ وإن منها لما يهبط من خشية الله ۗ وما الله بغافل عما تعملون,"Quran 2:74 (Arabic, Tanzil.net Uthmani/Simple text, CC BY 3.0)",,,approve,,,
quran-2:75-ar-q0,ar,quran,ماذا فعل الفريق المذكور بعد ما عقلوا كلام الله؟,يحرفونه,أفتطمعون أن يؤمنوا لكم وقد كان فريق منهم يسمعون كلام الله ثم يحرفونه من بعد ما عقلوه وهم يعلمون,"Quran 2:75 (Arabic, Tanzil.net Uthmani/Simple text, CC BY 3.0)",,,approve,,,
quran-2:76-ar-q0,ar,quran,ماذا قالوا إذا لقوا الذين آمنوا؟,قالوا آمنا,وإذا لقوا الذين آمنوا قالوا آمنا وإذا خلا بعضهم إلى بعض قالوا أتحدثونهم بما فتح الله عليكم ليحاجوكم به عند ربكم ۚ أفلا تعقلون,"Quran 2:76 (Arabic, Tanzil.net Uthmani/Simple text, CC BY 3.0)",,,approve,,,
quran-2:76-ar-q1,ar,quran,إلى أي غاية يتحدثون عما فتح الله عليهم؟,ليحاجوكم به عند ربكم,وإذا لقوا الذين آمنوا قالوا آمنا وإذا خلا بعضهم إلى بعض قالوا أتحدثونهم بما فتح الله عليكم ليحاجوكم به عند ربكم ۚ أفلا تعقلون,"Quran 2:76 (Arabic, Tanzil.net Uthmani/Simple text, CC BY 3.0)",,,approve,,,
quran-2:77-ar-q0,ar,quran,ماذا يعلمون؟,أن الله يعلم ما يسرون وما يعلنون,أولا يعلمون أن الله يعلم ما يسرون وما يعلنون,"Quran 2:77 (Arabic, Tanzil.net Uthmani/Simple text, CC BY 3.0)",,,approve,,,
quran-2:77-ar-q1,ar,quran,ماذا يعلم الله؟,ما يسرون وما يعلنون,أولا يعلمون أن الله يعلم ما يسرون وما يعلنون,"Quran 2:77 (Arabic, Tanzil.net Uthmani/Simple text, CC BY 3.0)",,,edit,ماذا يعلم الله رب العالمين؟,,
quran-2:79-ar-q1,ar,quran,ما هو ما يُذْكَر في النص عن هؤلاء الأشخاص؟,فويل لهم مما كتبت أيديهم وويل لهم مما يكسبون,فويل للذين يكتبون الكتاب بأيديهم ثم يقولون هذا من عند الله ليشتروا به ثمنا قليلا ۖ فويل لهم مما كتبت أيديهم وويل لهم مما يكسبون,"Quran 2:79 (Arabic, Tanzil.net Uthmani/Simple text, CC BY 3.0)",,,approve,,,
quran-2:8-ar-q1,ar,quran,ما هو وضعهم الحقيقي وفقاً للنص؟,ما هم بمؤمنين,ومن الناس من يقول آمنا بالله وباليوم الآخر وما هم بمؤمنين,"Quran 2:8 (Arabic, Tanzil.net Uthmani/Simple text, CC BY 3.0)",,,approve,,,
quran-2:80-ar-q0,ar,quran,ماذا قالوا عن النار؟,لن تمسنا النار إلا أياما معدودة,وقالوا لن تمسنا النار إلا أياما معدودة ۚ قل أتخذتم عند الله عهدا فلن يخلف الله عهده ۖ أم تقولون على الله ما لا تعلمون,"Quran 2:80 (Arabic, Tanzil.net Uthmani/Simple text, CC BY 3.0)",,,approve,,,
quran-2:80-ar-q1,ar,quran,ماذا قال عن عهده؟,أتخذتم عند الله عهدا فلن يخلف الله عهده,وقالوا لن تمسنا النار إلا أياما معدودة ۚ قل أتخذتم عند الله عهدا فلن يخلف الله عهده ۖ أم تقولون على الله ما لا تعلمون,"Quran 2:80 (Arabic, Tanzil.net Uthmani/Simple text, CC BY 3.0)",,,approve,,,
quran-2:81-ar-q1,ar,quran,ما وضعهم في النار كما ورد في النص؟,هم فيها خالدون,بلى من كسب سيئة وأحاطت به خطيئته فأولئك أصحاب النار ۖ هم فيها خالدون,"Quran 2:81 (Arabic, Tanzil.net Uthmani/Simple text, CC BY 3.0)",,,approve,,,
quran-2:83-ar-q0,ar,quran,ما هي الشروط المذكورة في الميثاق الذي أخذوه بني إسرائيل؟,لا تعبدون إلا الله وبالوالدين إحسانا وذي القربى واليتامى والمساكين وقولوا للناس حسنا وأقيموا الصلاة وآتوا الزكاة,وإذ أخذنا ميثاق بني إسرائيل لا تعبدون إلا الله وبالوالدين إحسانا وذي القربى واليتامى والمساكين وقولوا للناس حسنا وأقيموا الصلاة وآتوا الزكاة ثم توليتم إلا قليلا منكم وأنتم معرضون,"Quran 2:83 (Arabic, Tanzil.net Uthmani/Simple text, CC BY 3.0)",,,approve,,,
quran-2:83-ar-q1,ar,quran,ماذا حدث لبني إسرائيل بعد أن أخذوا الميثاق؟,توليتم إلا قليلا منكم وأنتم معرضون,وإذ أخذنا ميثاق بني إسرائيل لا تعبدون إلا الله وبالوالدين إحسانا وذي القربى واليتامى والمساكين وقولوا للناس حسنا وأقيموا الصلاة وآتوا الزكاة ثم توليتم إلا قليلا منكم وأنتم معرضون,"Quran 2:83 (Arabic, Tanzil.net Uthmani/Simple text, CC BY 3.0)",,,approve,,,
quran-2:85-ar-q0,ar,quran,ما الجزاء الذي ينال من يفعل ذلك منكم في الحياة الدنيا؟,خزي في الحياة الدنيا,ثم أنتم هؤلاء تقتلون أنفسكم وتخرجون فريقا منكم من ديارهم تظاهرون عليهم بالإثم والعدوان وإن يأتوكم أسارى تفادوهم وهو محرم عليكم إخراجهم ۚ أفتؤمنون ببعض الكتاب وتكفرون ببعض ۚ فما جزاء من يفعل ذلك منكم إلا خزي في الحياة الدنيا ۖ ويوم القيامة يردون إلى أشد العذاب ۗ وما الله بغافل عما تعملون,"Quran 2:85 (Arabic, Tanzil.net Uthmani/Simple text, CC BY 3.0)",,,approve,,,
quran-2:85-ar-q1,ar,quran,ماذا يُنتظر الفريق يوم القيامة؟,يردون إلى أشد العذاب,ثم أنتم هؤلاء تقتلون أنفسكم وتخرجون فريقا منكم من ديارهم تظاهرون عليهم بالإثم والعدوان وإن يأتوكم أسارى تفادوهم وهو محرم عليكم إخراجهم ۚ أفتؤمنون ببعض الكتاب وتكفرون ببعض ۚ فما جزاء من يفعل ذلك منكم إلا خزي في الحياة الدنيا ۖ ويوم القيامة يردون إلى أشد العذاب ۗ وما الله بغافل عما تعملون,"Quran 2:85 (Arabic, Tanzil.net Uthmani/Simple text, CC BY 3.0)",,,approve,,,
quran-2:86-ar-q0,ar,quran,من هم أولئك المذكورون في هذا النص؟,أولئك الذين اشتروا الحياة الدنيا بالآخرة,أولئك الذين اشتروا الحياة الدنيا بالآخرة ۖ فلا يخفف عنهم العذاب ولا هم ينصرون,"Quran 2:86 (Arabic, Tanzil.net Uthmani/Simple text, CC BY 3.0)",,,edit,,الكافرين الذين اشتروا الحياة الدنيا بالاخرة ,
quran-2:86-ar-q1,ar,quran,ما الحكم المذكور في النص بشأن نصرتهم وعذابهم؟,لا يخفف عنهم العذاب ولا هم ينصرون,أولئك الذين اشتروا الحياة الدنيا بالآخرة ۖ فلا يخفف عنهم العذاب ولا هم ينصرون,"Quran 2:86 (Arabic, Tanzil.net Uthmani/Simple text, CC BY 3.0)",,,approve,,,
quran-2:88-ar-q0,ar,quran,ماذا قالوا عن قلوبهم؟,قالوا قلوبنا غلف,وقالوا قلوبنا غلف ۚ بل لعنهم الله بكفرهم فقليلا ما يؤمنون,"Quran 2:88 (Arabic, Tanzil.net Uthmani/Simple text, CC BY 3.0)",,,approve,,,
quran-2:88-ar-q1,ar,quran,ما سبب لعن الله لهم؟,بكفرهم,وقالوا قلوبنا غلف ۚ بل لعنهم الله بكفرهم فقليلا ما يؤمنون,"Quran 2:88 (Arabic, Tanzil.net Uthmani/Simple text, CC BY 3.0)",,,approve,,,
quran-2:90-ar-q0,ar,quran,ماذا اشتروا به أنفسهم الكافرون؟,أن يكفروا بما أنزل الله,بئسما اشتروا به أنفسهم أن يكفروا بما أنزل الله بغيا أن ينزل الله من فضله على من يشاء من عباده ۖ فباءوا بغضب على غضب ۚ وللكافرين عذاب مهين,"Quran 2:90 (Arabic, Tanzil.net Uthmani/Simple text, CC BY 3.0)",,,approve,,,
quran-2:90-ar-q1,ar,quran,ما طبيعة العذاب الذي وصفه النص للكافرين؟,عذاب مهين,بئسما اشتروا به أنفسهم أن يكفروا بما أنزل الله بغيا أن ينزل الله من فضله على من يشاء من عباده ۖ فباءوا بغضب على غضب ۚ وللكافرين عذاب مهين,"Quran 2:90 (Arabic, Tanzil.net Uthmani/Simple text, CC BY 3.0)",,,approve,,,
quran-2:91-ar-q0,ar,quran,ماذا قالوا عندما قيل لهم آمنوا بما أنزل الله؟,قالوا نؤمن بما أنزل علينا ويكفرون بما وراءه,وإذا قيل لهم آمنوا بما أنزل الله قالوا نؤمن بما أنزل علينا ويكفرون بما وراءه وهو الحق مصدقا لما معهم ۗ قل فلم تقتلون أنبياء الله من قبل إن كنتم مؤمنين,"Quran 2:91 (Arabic, Tanzil.net Uthmani/Simple text, CC BY 3.0)",,,approve,,,
quran-2:91-ar-q1,ar,quran,ماذا يُطلب من النبي أن يقول لهم؟,قل فلم تقتلون أنبياء الله من قبل إن كنتم مؤمنين,وإذا قيل لهم آمنوا بما أنزل الله قالوا نؤمن بما أنزل علينا ويكفرون بما وراءه وهو الحق مصدقا لما معهم ۗ قل فلم تقتلون أنبياء الله من قبل إن كنتم مؤمنين,"Quran 2:91 (Arabic, Tanzil.net Uthmani/Simple text, CC BY 3.0)",,,approve,,,
quran-2:92-ar-q0,ar,quran,من هو من جاء بالبينات؟,موسى,ولقد جاءكم موسى بالبينات ثم اتخذتم العجل من بعده وأنتم ظالمون,"Quran 2:92 (Arabic, Tanzil.net Uthmani/Simple text, CC BY 3.0)",,,edit,,موسى عليه السلام ,
quran-2:93-ar-q0,ar,quran,ماذا قالوا في رد فعلهم على أمرهم؟,قالوا سمعنا وعصينا,وإذ أخذنا ميثاقكم ورفعنا فوقكم الطور خذوا ما آتيناكم بقوة واسمعوا ۖ قالوا سمعنا وعصينا وأشربوا في قلوبهم العجل بكفرهم ۚ قل بئسما يأمركم به إيمانكم إن كنتم مؤمنين,"Quran 2:93 (Arabic, Tanzil.net Uthmani/Simple text, CC BY 3.0)",,,approve,,,
quran-2:93-ar-q1,ar,quran,ماذا يوصف بـ 'بئسما'؟,يأمركم به إيمانكم,وإذ أخذنا ميثاقكم ورفعنا فوقكم الطور خذوا ما آتيناكم بقوة واسمعوا ۖ قالوا سمعنا وعصينا وأشربوا في قلوبهم العجل بكفرهم ۚ قل بئسما يأمركم به إيمانكم إن كنتم مؤمنين,"Quran 2:93 (Arabic, Tanzil.net Uthmani/Simple text, CC BY 3.0)",,,approve,,,
quran-1:3-ms-q0,ms,quran,Apakah dua sifat yang tertera dalam ayat tersebut?,Maha Pemurah dan Maha Mengasihani,"Yang Maha Pemurah, lagi Maha Mengasihani.","Quran 1:3 (Malay, Abdullah Muhammad Basmeih translation via Tanzil.net, CC BY 3.0)",,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
quran-1:4-ms-q0,ms,quran,Apakah sebutan lain bagi hari Pembalasan yang disebutkan?,Hari Akhirat.,Yang Menguasai pemerintahan hari Pembalasan (hari Akhirat).,"Quran 1:4 (Malay, Abdullah Muhammad Basmeih translation via Tanzil.net, CC BY 3.0)",,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
quran-1:4-ms-q1,ms,quran,Siapakah yang menguasai pemerintahan pada hari tersebut?,Yang Menguasai pemerintahan.,Yang Menguasai pemerintahan hari Pembalasan (hari Akhirat).,"Quran 1:4 (Malay, Abdullah Muhammad Basmeih translation via Tanzil.net, CC BY 3.0)",,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),edit,,Yang Menguasai pemerintahan (Allah),
quran-1:5-ms-q0,ms,quran,Kepada siapa yang kami sembah?,Kepada Engkaulah (Ya Allah).,"Engkaulah sahaja (Ya Allah) Yang Kami sembah, dan kepada Engkaulah sahaja kami memohon pertolongan.","Quran 1:5 (Malay, Abdullah Muhammad Basmeih translation via Tanzil.net, CC BY 3.0)",,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
quran-1:6-ms-q1,ms,quran,Kepada siapa ditunjukkan jalan tersebut?,Kami.,Tunjukilah kami jalan yang lurus.,"Quran 1:6 (Malay, Abdullah Muhammad Basmeih translation via Tanzil.net, CC BY 3.0)",,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
quran-1:7-ms-q0,ms,quran,Apakah tiga kumpulan manusia yang disebutkan dalam perenggan ini?,"Orang-orang yang Engkau telah kurniakan nikmat kepada mereka, orang-orang yang Engkau telah murkai, dan orang-orang yang sesat.","Iaitu jalan orang-orang yang Engkau telah kurniakan nikmat kepada mereka, bukan (jalan) orang-orang yang Engkau telah murkai, dan bukan pula (jalan) orang-orang yang sesat.","Quran 1:7 (Malay, Abdullah Muhammad Basmeih translation via Tanzil.net, CC BY 3.0)",,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
quran-1:7-ms-q1,ms,quran,Siapakah yang dinyatakan sebagai bukan jalan daripada orang-orang yang diberi kurniaan?,Orang-orang yang Engkau telah murkai dan orang-orang yang sesat.,"Iaitu jalan orang-orang yang Engkau telah kurniakan nikmat kepada mereka, bukan (jalan) orang-orang yang Engkau telah murkai, dan bukan pula (jalan) orang-orang yang sesat.","Quran 1:7 (Malay, Abdullah Muhammad Basmeih translation via Tanzil.net, CC BY 3.0)",,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
quran-2:11-ms-q1,ms,quran,Bagaimana mereka menggambarkan tindakan mereka sendiri?,"""Sesungguhnya kami orang-orang yang hanya membuat kebaikan""","Dan apabila dikatakan kepada mereka: ""Janganlah kamu membuat bencana dan kerosakan di muka bumi"", mereka menjawab: "" Sesungguhnya kami orang-orang yang hanya membuat kebaikan"".","Quran 2:11 (Malay, Abdullah Muhammad Basmeih translation via Tanzil.net, CC BY 3.0)",,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
quran-2:12-ms-q0,ms,quran,Siapakah yang membuat bencana dan kerosakan?,Mereka.,"Ketahuilah! Bahawa sesungguhnya mereka itulah orang-orang yang sebenar-benarnya membuat bencana dan kerosakan, tetapi mereka tidak menyedarinya.","Quran 2:12 (Malay, Abdullah Muhammad Basmeih translation via Tanzil.net, CC BY 3.0)",,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
quran-2:13-ms-q0,ms,quran,Siapakah yang dinyatakan sebagai orang-orang yang bodoh dalam teks ini?,Merekalah orang-orang yang bodoh.,"Dan apabila dikatakan kepada mereka: ""Berimanlah kamu sebagaimana orang-orang itu telah beriman"". Mereka menjawab: ""Patutkah kami ini beriman sebagaimana berimannya orang-orang bodoh itu?"" Ketahuilah! Sesungguhnya merekalah orang-orang yang bodoh, tetapi mereka tidak mengetahui (hakikat yang sebenarnya).","Quran 2:13 (Malay, Abdullah Muhammad Basmeih translation via Tanzil.net, CC BY 3.0)",,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
quran-2:13-ms-q1,ms,quran,Apa yang tidak diketahui oleh orang-orang yang bodoh tersebut?,Hakikat yang sebenarnya.,"Dan apabila dikatakan kepada mereka: ""Berimanlah kamu sebagaimana orang-orang itu telah beriman"". Mereka menjawab: ""Patutkah kami ini beriman sebagaimana berimannya orang-orang bodoh itu?"" Ketahuilah! Sesungguhnya merekalah orang-orang yang bodoh, tetapi mereka tidak mengetahui (hakikat yang sebenarnya).","Quran 2:13 (Malay, Abdullah Muhammad Basmeih translation via Tanzil.net, CC BY 3.0)",,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
quran-2:14-ms-q0,ms,quran,Apakah yang mereka katakan apabila mereka bertemu dengan orang-orang yang beriman?,"""Kami telah beriman""","Dan apabila mereka bertemu dengan orang-orang yang beriman, mereka berkata: "" Kami telah beriman "", dan manakala mereka kembali kepada syaitan-syaitan mereka, mereka berkata pula:"" Sesungguhnya kami tetap bersama kamu, sebenarnya kami hanya memperolok-olok (akan orang-orang yang beriman)"".","Quran 2:14 (Malay, Abdullah Muhammad Basmeih translation via Tanzil.net, CC BY 3.0)",,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
quran-2:16-ms-q0,ms,quran,Bagaimana cara mereka membeli kesesatan?,Dengan meninggalkan petunjuk.,Mereka itulah orang-orang yang membeli kesesatan dengan meninggalkan petunjuk; maka tiadalah beruntung perniagaan mereka dan tidak pula mereka beroleh petunjuk hidayah.,"Quran 2:16 (Malay, Abdullah Muhammad Basmeih translation via Tanzil.net, CC BY 3.0)",,ANSWER_NOT_VERBATIM_IN_PASSAGE (may be a fine paraphrase -- check by hand),approve,,,
